index	ms_level	rt
1	1	0.001330457867
2	1	0.005543272533
3	2	0.0065969872
4	2	0.008891091733
5	2	0.011469741333
6	2	0.013573786133
7	2	0.015681963733
8	2	0.0177902408
9	2	0.019900610933
10	2	0.022009195733
11	2	0.024119256267
12	2	0.026227462667
13	2	0.028346058667
14	2	0.0304523576
15	2	0.0325607288
16	2	0.034670882933
17	1	0.036768530667
18	2	0.038720791733
19	2	0.041010353867
20	2	0.043362194667
21	2	0.045466487733
22	2	0.0475745168
23	2	0.049682824267
24	2	0.051791055733
25	2	0.053897234933
26	2	0.056005654133
27	2	0.0581137728
28	2	0.060221994667
29	2	0.0623406592
30	2	0.0644489056
31	1	0.066546657333
32	2	0.068484351733
33	2	0.070773843467
34	2	0.073161266667
35	1	0.075254577067
36	2	0.0771985984
37	2	0.079486081067
38	2	0.081862933867
39	2	0.083966980267
40	1	0.0860645864
41	2	0.088000284533
42	1	0.090952043467
43	2	0.0922127608
44	2	0.0945000592
45	1	0.096968358667
46	2	0.0985520272
47	2	0.100839330667
48	2	0.103183037067
49	2	0.1052869768
50	2	0.107397324
51	1	0.109494999467
52	2	0.111430656533
53	1	0.114378239467
54	2	0.115641112533
55	2	0.1179282952
56	2	0.1202802864
57	2	0.122384225867
58	2	0.12449476
59	1	0.126592617333
60	2	0.128540543467
61	2	0.130819519733
62	2	0.1331819016
63	2	0.135292443467
64	1	0.137394031467
65	2	0.139329496533
66	2	0.141614884
67	2	0.1439648672
68	2	0.1460666512
69	2	0.148177008267
70	2	0.1502853184
71	2	0.152393544267
72	1	0.154491230933
73	2	0.156426813867
74	2	0.158714332533
75	2	0.161055796
76	2	0.163170402133
77	2	0.1652805952
78	1	0.1673782512
79	2	0.169311770933
80	2	0.171601326667
81	2	0.173926175733
82	2	0.176030161867
83	2	0.178142712533
84	1	0.180242482667
85	2	0.182180177867
86	2	0.184465662667
87	2	0.1868093872
88	1	0.188904509333
89	2	0.190840228267
90	2	0.193127752
91	2	0.195508964
92	2	0.197610538667
93	2	0.199716776
94	1	0.201826993067
95	2	0.2037605288
96	2	0.2060479176
97	1	0.208420479733
98	2	0.210083319467
99	2	0.2123705736
100	2	0.214693355467
101	2	0.216795219467
102	2	0.2189035328
103	1	0.221001194667
104	2	0.222935018933
105	2	0.225222256
106	1	0.227588545067
107	2	0.229259767733
108	2	0.231546964533
109	2	0.233892666933
110	1	0.235986068533
111	2	0.237919844
112	2	0.240209379733
113	2	0.242540475467
114	2	0.244644232267
115	2	0.246756747733
116	1	0.248854350667
117	2	0.2507878368
118	2	0.25307752
119	2	0.255427299467
120	1	0.2575206616
121	2	0.259456128
122	2	0.261752153067
123	2	0.264095701333
124	2	0.2661997048
125	2	0.268307988
126	1	0.2704055928
127	2	0.272343353067
128	2	0.274630751733
129	2	0.2769764336
130	1	0.279070009867
131	2	0.2810033632
132	2	0.283301290133
133	2	0.2856490384
134	2	0.287753040533
135	1	0.2898507856
136	2	0.2917845632
137	2	0.294073753867
138	2	0.2964738032
139	2	0.2985776512
140	1	0.300675453867
141	2	0.302611020533
142	2	0.304900440267
143	2	0.307248417067
144	2	0.309350118667
145	1	0.311447825333
146	2	0.3133837488
