index	ms_level	rt
1	1	0.0004510264
2	1	0.004580950933
3	2	0.005648885867
4	2	0.007938802133
5	2	0.010461294933
6	2	0.012569620267
7	2	0.014677752
8	2	0.016788119467
9	2	0.018896368267
10	2	0.0210067536
11	2	0.023114949333
12	1	0.025212681333
13	2	0.027192024533
14	2	0.029479455733
15	2	0.032000161867
16	2	0.034110377333
17	2	0.036216551467
18	2	0.038325072267
19	2	0.0404330432
20	2	0.042541246133
21	2	0.044649734667
22	2	0.046759888533
23	2	0.0488681808
24	2	0.0509763776
25	2	0.053084689333
26	1	0.0551823088
27	2	0.0571449528
28	2	0.059440854933
29	2	0.061888590667
30	2	0.063990585333
31	1	0.0661006648
32	2	0.068069678667
33	2	0.070359475733
34	2	0.072859214667
35	2	0.074962952533
36	2	0.0770712824
37	2	0.0791815648
38	2	0.081289941067
39	2	0.083398173067
40	2	0.085502186933
41	2	0.087610426667
42	1	0.0897081096
43	2	0.0916749864
44	2	0.093964658133
45	2	0.0964165456
46	2	0.098532964533
47	2	0.100641134933
48	2	0.102749589333
49	2	0.104857772267
50	2	0.1069682072
51	2	0.1090721344
52	2	0.111180481067
53	2	0.1132948728
54	2	0.1154032392
55	2	0.117511372533
56	1	0.119609269333
57	2	0.121596719733
58	2	0.123886342667
59	2	0.126332098133
60	2	0.128436016
61	2	0.130544224533
62	2	0.132671566133
63	2	0.134777450933
64	1	0.136872991733
65	2	0.1388627656
66	2	0.1411502696
67	2	0.143554232267
68	2	0.145658248267
69	2	0.1477665672
70	2	0.149874786667
71	2	0.151983171467
72	2	0.1540912816
73	2	0.156201644
74	2	0.158309908533
75	2	0.1604181888
76	1	0.1625158056
77	2	0.164488906133
78	2	0.166778462933
79	2	0.1692200952
80	2	0.171321944267
81	2	0.1734301184
82	2	0.175536292533
83	2	0.177644549333
84	1	0.179742414933
85	2	0.181721534933
86	2	0.184013274933
87	2	0.186438079733
88	2	0.188544367467
89	2	0.1906568688
90	2	0.192775245067
91	2	0.1948835176
92	2	0.1969918296
93	2	0.199116701067
94	2	0.201224926133
95	2	0.2033333128
96	2	0.2054414408
97	2	0.207549785333
98	1	0.209647409067
99	2	0.211649796267
100	2	0.2139372144
101	2	0.216353792
102	2	0.218455520533
103	2	0.220563856267
104	2	0.222672182133
105	2	0.224780248533
106	2	0.226890690133
107	2	0.228998902133
108	2	0.231107165867
109	2	0.233219597067
110	2	0.235327860533
111	2	0.2374384136
112	1	0.239535821067
113	2	0.241565159467
114	2	0.243854738933
115	2	0.246335873867
116	2	0.248439854133
117	2	0.2505480736
118	2	0.252660684
119	2	0.2547729032
120	2	0.256879065867
121	2	0.258991481067
122	2	0.2610997784
123	1	0.263201608267
124	2	0.2652080048
125	2	0.2674851512
126	2	0.2698974008
127	2	0.271999617333
128	2	0.274122350667
129	2	0.2762325528
130	2	0.278342967467
131	2	0.280453285867
132	2	0.282561466667
133	2	0.284672207467
134	2	0.286777929067
135	2	0.2888862704
136	2	0.290994536267
137	1	0.2930923272
138	2	0.2950693984
139	2	0.297361163467
140	2	0.299835877867
141	2	0.301937819467
142	2	0.304046149067
143	2	0.3061543608
144	2	0.308264688267
145	2	0.3103728976
146	2	0.312481237067
147	2	0.314589501333
148	2	0.316697935733
149	2	0.318807981867
150	1	0.320905674133
151	2	0.322868372533
152	2	0.325155856
153	2	0.3275308736
154	2	0.329634657867
155	2	0.331753612267
156	2	0.333859674667
157	2	0.3359678312
158	2	0.338076285067
159	2	0.3401843576
160	2	0.342292967467
161	2	0.344400852
162	2	0.3465093216
163	2	0.348621660533
164	1	0.3507233384
165	2	0.3526840008
166	2	0.3549737128
167	2	0.357309178667
168	2	0.359412850133
169	2	0.361523151467
170	2	0.3636292472
171	2	0.365756287467
172	2	0.367864544267
173	2	0.369977440267
174	2	0.3720853256
175	2	0.374195516533
176	2	0.376303814933
177	2	0.378412034933
178	1	0.380509765067
179	2	0.382461970667
180	2	0.384749624
181	2	0.3871243008
182	2	0.389226377333
183	2	0.391334667733
184	2	0.393444794933
185	1	0.395542660267
186	2	0.397478478133
187	2	0.399765588267
188	2	0.402078140267
189	2	0.404181922933
190	2	0.406290175467
191	1	0.4083878296
192	2	0.410323564267
193	2	0.4126113848
194	2	0.414962836267
195	1	0.417058321867
196	2	0.4189899128
197	2	0.421281491467
198	2	0.4236189776
199	2	0.425722745867
200	2	0.427831002133
201	2	0.429939345333
202	1	0.432055728267
203	2	0.433989370667
204	2	0.436278742667
205	1	0.438686830667
206	2	0.440316078133
207	2	0.442599496267
208	2	0.444972391733
209	2	0.447078179733
210	2	0.449188738667
211	2	0.451296857867
212	2	0.453403018133
213	2	0.4555112208
214	1	0.4576091008
215	2	0.459544687733
216	2	0.461829934667
217	2	0.464204767733
218	2	0.4663191208
219	2	0.468427417067
220	2	0.470535692
221	2	0.472648118933
222	1	0.474745885333
223	2	0.4766795328
224	2	0.478964668
225	2	0.481368710933
226	2	0.4834726224
227	2	0.485581148
228	2	0.4876892416
229	2	0.489797454933
230	2	0.491907775467
231	2	0.494013983733
232	1	0.496113710133
233	2	0.498047734933
234	2	0.500336807733
235	2	0.502713836
236	2	0.504817689333
237	2	0.506926306133
238	2	0.509034451467
239	2	0.511144542667
240	2	0.5132528408
241	2	0.515361174667
242	2	0.5174693496
243	2	0.519577774933
244	2	0.521685856533
245	2	0.523794036533
246	1	0.525891748533
247	2	0.5278294992
248	2	0.5301275888
249	2	0.5325521768
250	2	0.534654123733
251	2	0.536762334667
252	2	0.5388747352
253	2	0.540987289867
254	2	0.543101924
255	1	0.545203531467
256	2	0.547137128267
257	2	0.549424703733
258	2	0.551859857333
259	2	0.553961642933
260	2	0.5560721464
261	1	0.5581696872
262	2	0.560101209067
263	2	0.56239486
264	2	0.5647926808
265	2	0.566907012533
266	2	0.569015305333
267	2	0.571123589867
268	2	0.5732317808
269	2	0.575342335467
270	2	0.577459188267
271	2	0.5795670008
272	2	0.581677361333
273	2	0.583783481867
274	2	0.5858918128
275	1	0.587989483467
276	2	0.589925228
277	2	0.5922104672
278	2	0.594593544
279	2	0.596697579733
280	2	0.598824613067
281	2	0.600933146133
282	2	0.603041118933
283	2	0.6051493776
284	2	0.607257640533
285	2	0.609365961867
286	2	0.6114741512
287	1	0.613574038667
288	2	0.6155097688
289	2	0.617796965867
290	2	0.620186536
291	2	0.622290382133
292	2	0.624398652
293	2	0.626506889067
294	2	0.628617337867
295	2	0.630725824533
296	2	0.632858697333
297	1	0.6349584752
298	2	0.636892351733
299	2	0.6391794816
300	2	0.6415918888
301	2	0.643695791733
302	2	0.645804108
303	2	0.647912372
304	2	0.6500205944
305	2	0.6521288296
306	2	0.654235065867
307	1	0.6563347768
308	2	0.6582704648
309	2	0.660557861333
310	2	0.662968383733
311	2	0.665082492533
312	2	0.667190764267
313	2	0.6692990608
314	2	0.671407277333
315	2	0.673517926667
316	2	0.675627984267
317	2	0.677736219733
318	1	0.6798339208
319	2	0.6817674224
320	2	0.684052836
321	2	0.6864109896
322	2	0.688512820533
323	2	0.690621198667
324	2	0.6927315544
325	2	0.6948397696
326	2	0.696948275467
327	2	0.699064608267
328	2	0.7011728464
329	2	0.703285432533
330	2	0.705395650133
331	1	0.707493308533
332	2	0.709429144
333	2	0.711714299467
334	2	0.7140890344
335	2	0.716190992267
336	1	0.718288691733
337	2	0.7202244576
338	2	0.722509765067
339	2	0.7248865456
340	2	0.726990655733
341	2	0.729098912267
342	2	0.731207104267
343	2	0.735917444267
344	2	0.738017400267
345	1	0.740119162667
346	2	0.742056057333
347	2	0.7443424176
348	2	0.746742354933
349	2	0.748848126667
350	2	0.7509564048
351	2	0.753064656533
352	2	0.7551729704
353	2	0.757281217867
354	1	0.759379033333
355	2	0.7613124704
356	2	0.763601922933
357	2	0.7660413592
358	2	0.768145542133
359	2	0.7702536376
360	2	0.772361882133
361	2	0.774470106133
362	2	0.776578347467
363	2	0.778686682933
364	2	0.780801221333
365	1	0.782900879467
366	2	0.784834442667
367	2	0.787121812
368	2	0.7894800936
369	2	0.791586392533
370	2	0.793696481867
371	2	0.795804712267
372	2	0.7979150848
373	1	0.800029499467
374	2	0.8019633376
375	2	0.804248287467
376	2	0.806623133333
377	2	0.808729265067
378	1	0.810826958933
379	2	0.8127585176
380	2	0.815047836533
381	2	0.817451964533
382	2	0.819557982667
383	2	0.821666290133
384	2	0.823776601867
385	2	0.825887149333
386	1	0.827986737333
387	2	0.829920189333
388	2	0.832207634667
389	2	0.834653513333
390	2	0.836759567733
391	2	0.838869812
392	2	0.8409801088
393	2	0.8430904808
394	1	0.845188091733
395	2	0.847123874933
396	2	0.849411245867
397	2	0.851771400267
398	2	0.853877565067
399	2	0.8559879496
400	2	0.858096112267
401	2	0.8602044064
402	2	0.8623128336
403	2	0.864420916533
404	2	0.866541623733
405	2	0.8686498616
406	2	0.8707646232
407	2	0.872874743467
408	1	0.874972410933
409	2	0.876906004
410	2	0.879193457067
411	2	0.881568258933
412	2	0.883672497067
413	2	0.885780810933
414	1	0.887880346667
415	2	0.8898138648
416	2	0.8921014224
417	2	0.8945095312
418	2	0.8966112968
419	2	0.898736378133
420	2	0.900844577067
421	2	0.902954896533
422	1	0.905052591733
423	2	0.906992588267
424	2	0.909277963467
425	2	0.9116483064
426	2	0.913750224
427	2	0.9158586296
428	2	0.917967070667
429	2	0.920075382133
430	2	0.922183354667
431	2	0.924291592
432	2	0.926399858133
433	2	0.928508100533
434	2	0.9306163752
435	1	0.932738952
436	2	0.9346728872
437	2	0.936962069333
438	2	0.9393412032
439	2	0.941445098933
440	2	0.943553377067
441	1	0.945651017067
442	2	0.947586883733
443	2	0.949874104
444	2	0.952251117867
445	2	0.954352945867
446	2	0.956463287467
447	2	0.958571558933
448	2	0.9606798416
449	2	0.962796424
450	1	0.9648961704
451	2	0.966827675733
452	2	0.969115064267
453	2	0.971523281067
454	2	0.973625044267
455	2	0.9757334048
456	2	0.9778416536
457	1	0.979939289333
458	2	0.981874969067
459	2	0.984160369333
460	2	0.9865497312
461	2	0.9886518152
462	2	0.990760015733
463	2	0.992868167733
464	2	0.9949784624
465	2	0.997088856267
466	2	0.9992117368
467	2	1.001320004
468	2	1.003428245867
469	2	1.005536491467
470	1	1.007634119733
471	2	1.0095654944
472	2	1.011855166667
473	2	1.014215472
474	2	1.016319312533
475	2	1.018427613333
476	2	1.020535891467
477	2	1.022648366933
478	2	1.0247628696
479	2	1.0268733528
480	2	1.028981382133
481	2	1.0310896464
482	1	1.0332039688
483	2	1.035135391467
484	2	1.037425049867
485	2	1.0397750208
486	2	1.041876685333
487	1	1.0439744912
488	2	1.045912119733
489	2	1.048197585867
490	2	1.050595429333
491	1	1.0526909296
492	2	1.0546300976
493	2	1.056911838133
494	2	1.059257422133
495	2	1.061361395733
496	2	1.063472254133
497	2	1.065592672
498	2	1.067700818133
499	2	1.069809318667
500	2	1.0719193832
501	1	1.074019507467
502	2	1.075952618133
503	2	1.078242367733
504	2	1.080621182933
505	1	1.082718951733
506	2	1.084652726133
507	2	1.086938011467
508	2	1.089298042933
