index	ms_level	rt
1	1	0.0004554128
2	1	0.005076049333
3	2	0.0061594152
4	2	0.008451326667
5	2	0.011071878933
6	2	0.0131758648
7	2	0.015286438667
8	2	0.017392365333
9	2	0.0195028656
10	2	0.021613059733
11	2	0.023723346933
12	1	0.0258231376
13	2	0.027787853867
14	2	0.0300774912
15	2	0.032700218133
16	2	0.034804186133
17	2	0.036914548533
18	2	0.039022746133
19	2	0.041133152267
20	2	0.043243564533
21	2	0.045353808
22	2	0.047464152267
23	2	0.049572375467
24	2	0.051682764267
25	2	0.0537909968
26	1	0.0558887008
27	2	0.05783054
28	2	0.060117963733
29	2	0.062505297333
30	2	0.064609312533
31	2	0.066730134133
32	2	0.068840417067
33	2	0.0709486888
34	2	0.073059003733
35	2	0.075169499733
36	2	0.0772797544
37	2	0.079390025333
38	2	0.081500374133
39	2	0.0836106736
40	1	0.085708391467
41	2	0.087646110933
42	2	0.0899334472
43	2	0.092316741067
44	1	0.094412202933
45	2	0.0963457248
46	2	0.098637653333
47	2	0.1010558648
48	1	0.103151431467
49	2	0.105087063467
50	2	0.107376917067
51	2	0.109716110133
52	2	0.1118179632
53	1	0.113920067733
54	2	0.115855428
55	2	0.118142933067
56	1	0.120525909867
57	2	0.1221803096
58	1	0.125090503467
59	2	0.126390633067
60	2	0.1286758888
61	2	0.1310008432
62	1	0.1331045936
63	2	0.1350401664
64	2	0.13732764
65	1	0.1396793584
66	2	0.141367020267
67	1	0.1442750424
68	2	0.145579486133
69	2	0.147868806933
70	2	0.1501833664
71	2	0.152287317067
72	1	0.154384953333
73	2	0.156320910133
74	1	0.159218261067
75	2	0.160530893067
76	1	0.163428486933
77	2	0.164741333867
78	2	0.167030650133
79	1	0.1693824488
80	2	0.171061838133
81	2	0.1733512552
82	2	0.175676095733
83	1	0.177769648267
84	2	0.1797050688
85	2	0.181992626933
86	2	0.1843112008
87	1	0.186404607467
88	2	0.188342337333
89	2	0.190627654133
90	2	0.192948470133
91	1	0.195043843467
92	2	0.196985984267
93	2	0.199277609333
94	1	0.201637605867
95	2	0.203314617867
96	2	0.205604243467
97	2	0.2079332544
98	1	0.210026769333
99	2	0.211964509067
100	2	0.214251827733
101	2	0.2165852744
102	2	0.2186911184
103	1	0.220788756
104	2	0.2227307744
105	2	0.2250117696
106	2	0.227355650133
107	1	0.2294487712
108	2	0.2313845696
109	2	0.2336718104
110	2	0.235998934933
111	2	0.2381113552
112	2	0.240221444
113	2	0.242333078667
114	1	0.244431586667
115	2	0.246367215467
116	2	0.2486546232
117	2	0.2510086936
118	1	0.253102069867
119	2	0.2550355968
120	2	0.257325235733
121	2	0.259656230133
122	2	0.261762326933
123	2	0.2638768888
124	2	0.265995568533
125	1	0.268097341867
126	2	0.270035172
127	1	0.272970486933
128	2	0.274243336
129	2	0.2765307728
130	2	0.278855538667
131	2	0.280957521067
132	2	0.283074128267
133	2	0.2851844104
134	2	0.2872927808
135	1	0.289390344267
136	2	0.291324333333
137	2	0.293613437333
138	1	0.295994562933
139	2	0.297650733333
140	2	0.2999381432
141	2	0.302267211733
142	2	0.304371214933
143	2	0.306481518933
144	2	0.308594096533
145	1	0.3106916328
146	2	0.312629373067
147	2	0.314914670133
148	2	0.317268762133
149	1	0.319362084
150	2	0.321295680267
151	2	0.323585162133
152	2	0.32595594
153	2	0.328059872
154	2	0.3301660784
155	2	0.332276327467
156	1	0.3343909504
157	2	0.336325203733
158	2	0.338611730667
159	2	0.340967736267
160	2	0.343069950667
161	2	0.3451800536
162	2	0.3472925184
163	2	0.3494007336
164	2	0.35150904
165	1	0.353606637333
166	2	0.3555422872
167	2	0.357831788533
168	2	0.360196354133
169	2	0.362298162133
170	2	0.36440854
171	2	0.366527232
172	1	0.368626995467
173	2	0.370562504267
174	2	0.3728500072
175	2	0.3752165848
176	2	0.3773227072
177	2	0.379439254133
178	2	0.381549533333
179	2	0.383659876
180	1	0.3857595608
181	2	0.387693127733
182	2	0.389980659733
183	2	0.392315914133
184	2	0.394420042933
185	2	0.396528182667
186	2	0.398636686933
187	2	0.40075954
188	2	0.402869696267
189	1	0.404969499733
190	2	0.406904866933
191	2	0.409192384
192	1	0.411606682667
193	2	0.413223405333
194	2	0.415511092267
195	2	0.417881642933
196	2	0.419983504533
197	2	0.4220939752
198	2	0.424206244
199	2	0.426314812267
200	2	0.428422778667
201	2	0.4305310176
202	2	0.432645540267
203	2	0.434756057333
204	1	0.4368558584
205	2	0.438795508
206	2	0.4410786832
207	2	0.443432745333
208	2	0.445538773067
209	2	0.4476491368
210	2	0.449761597333
211	1	0.4518612968
212	2	0.453799269867
213	2	0.456084406667
214	2	0.458453228533
215	2	0.460559350133
216	2	0.462669661333
217	1	0.464777475467
218	2	0.466723522933
219	2	0.469002841067
220	2	0.471342244533
221	2	0.4734481256
