pcc	spc	cos	kdt	SA
0.96840423	0.8700582879433859	0.9756879	0.7078728775988726	0.85933375
0.97049654	0.8993144094326724	0.97883344	0.7685848592023847	0.86878324
0.9757955	0.8857067216101454	0.9786843	0.7430024216408897	0.86832017
0.91285545	0.744112616446937	0.9340814	0.5659170984936094	0.7675582
0.9865101	0.9596082369388268	0.99158293	0.8457930841809327	0.9173428
0.93747383	0.8921313980137509	0.9516454	0.7682709447415331	0.8012167
0.96637404	0.86163826243483	0.9691553	0.7115473443823642	0.8414713
0.90495396	0.878571450442396	0.9342469	0.6973889980082164	0.7678535
0.9360915	0.8929003454359968	0.95066035	0.7491827048689294	0.79918545
0.9379918	0.7961401124290005	0.9518466	0.6529524733239065	0.80163413
0.982737	0.9350327372830882	0.9872676	0.812759438259774	0.89830214
0.9767504	0.9752326034381065	0.9869987	0.8805711212295293	0.8972314
0.3346246	0.5116702906980355	0.634932	0.4212033255950641	0.43794382
0.3553595	0.6083142114809338	0.50758165	0.45541579140517185	0.3389209
0.8654764	0.9139944020067161	0.9391981	0.76100755678603	0.7768591
0.9895679	0.8467350477774369	0.9917022	0.7283435525109908	0.9179313
0.9792084	0.9536870976419994	0.9845117	0.8549176267519623	0.8878086
0.93284124	0.8591971124923248	0.9523372	0.716988842431011	0.80265546
0.91993743	0.8605404337699635	0.9486489	0.7171246576018352	0.79509807
0.9185854	0.8374406984894378	0.94341207	0.6867654703239552	0.7848078
0.9875256	0.9727695772833559	0.99051404	0.889108448948774	0.9122434
0.98240143	0.887894575482101	0.98667765	0.7645424225857629	0.89596754
0.87358165	0.9024832031757255	0.9361185	0.741037058477009	0.7712178
0.95548916	0.9225071362838074	0.9701979	0.7857671349559299	0.84418726
0.9839115	0.9364102379009367	0.9885493	0.82301093566694	0.9035668
0.9454227	0.8996370537528292	0.96219146	0.7613673071877791	0.8243824
0.910132	0.8928028043193923	0.96712744	0.7513623989430496	0.83631504
0.85117674	0.847533482233045	0.89986795	0.688755625269829	0.7126746
0.97828144	0.912935671947216	0.98223597	0.7619560738058138	0.8798259
0.9925641	0.8773565649911437	0.9940437	0.7214155140900116	0.93048173
0.9935909	0.8478274119946779	0.9948877	0.7037120658914837	0.9355997
0.9954688	0.9544144454051204	0.99670625	0.8549075452158035	0.94831556
0.9261496	0.764573094782813	0.9353884	0.611463555249228	0.76989985
0.9564475	0.8148910490370815	0.97054815	0.6417499971966361	0.8451101
0.992754	0.9426315194735995	0.99358827	0.8429573388367969	0.92787015
0.9715448	0.8338283010663635	0.97268045	0.7236709229636652	0.8508492
0.96990824	0.9275188812941737	0.9828454	0.8025824873304717	0.8819114
0.9813411	0.8428571428571429	0.98383975	0.7047619047619048	0.88539445
0.906076	0.9035941039854328	0.9307369	0.7780206941684108	0.7616664
0.99402	0.9635898914455797	0.9956894	0.8681279817956725	0.94086826
0.99505174	0.9544144454051204	0.9963999	0.8746741936600995	0.9459639
0.9694632	0.948474922680804	0.98540866	0.8202464463831787	0.891114
0.99372417	0.9745980042259834	0.99546933	0.91797080644971	0.9393766
0.9902804	0.8554745973642963	0.99224544	0.6894263136661587	0.9206668
0.99122083	0.9587470725151206	0.99152386	0.8761520866713218	0.91705287
0.63397497	0.656288021126598	0.80471	0.4956569435363593	0.5953584
0.9880073	0.9810788304239837	0.991981	0.9197418601995618	0.91932386
0.499856	0.5688839074250298	0.618667	0.4221650448130858	0.424654
0.95719844	0.9358861795768755	0.96923316	0.8185219688607176	0.8416725
0.9985699	0.9672501411631848	0.9988888	0.8701298701298701	0.96998537
0.99523914	0.9805194805194805	0.9978043	0.9142857142857144	0.95780486
0.84990513	0.8361314612695562	0.9133394	0.6608196543914111	0.733011
0.99476534	0.9268264160128181	0.99622005	0.8054909241050634	0.94462997
0.97944057	0.9673409233896039	0.985179	0.8783100656536799	0.8902583
0.958301	0.8853310509289447	0.9636745	0.7829116802318218	0.8278827
0.9747175	0.8354170028359793	0.9814726	0.7318049340763298	0.8772631
0.92244303	0.8634869467203491	0.9420813	0.7422180097279351	0.78226745
0.9659558	0.9567361785191523	0.97659194	0.8366600265340755	0.86198425
0.97661215	0.9541361372891353	0.988942	0.8584018879112455	0.9052381
0.8876446	0.8430691957372426	0.944929	0.7018536990534692	0.78773904
0.9370372	0.9306820195932881	0.9586763	0.7858723229112274	0.8163454
0.91871166	0.7423344324795943	0.9334255	0.6033861845981181	0.7663916
0.7626926	0.8230106816733084	0.819185	0.6779839886978022	0.6111477
0.9879187	0.9215789989823565	0.98989797	0.7791779171671802	0.9094339
0.90887845	0.8905536572398486	0.9396449	0.7502573340271298	0.7776889
0.95431775	0.9357529138375192	0.96714205	0.8294656089802268	0.83635163
0.98977643	0.7824155098703656	0.9898714	0.6367920077672419	0.9093146
0.97163403	0.8994722111489263	0.97994906	0.7665101316428788	0.8723
0.9871829	0.9782159680917895	0.9908817	0.902869979706295	0.91396344
0.98115534	0.8713652398949807	0.9839649	0.7109813678954642	0.8858403
0.97590005	0.8090841504432764	0.97628057	0.6331738236133035	0.86106575
0.9602637	0.9345003555347229	0.9685515	0.8592105228424987	0.83991903
0.9393485	0.894124838275151	0.96746206	0.7268273370325374	0.83715487
0.8387817	0.6613636319182679	0.9004991	0.5147915616702295	0.71359724
0.90981776	0.6534450428893063	0.90940535	0.5115568476299335	0.7269256
0.968088	0.9583545749431222	0.9836942	0.8381089216179064	0.88487804
0.7145088	0.7146872844537555	0.7912287	0.5612311741932016	0.5811165
0.93430054	0.8841190889164695	0.9508399	0.7632701950364146	0.79955417
0.97498494	0.9525242926217816	0.9802588	0.8262141793323753	0.8732936
0.9516956	0.7985769020251778	0.9618927	0.656084656084656	0.8236855
0.98748887	0.8993886535948935	0.98818934	0.7831388456799364	0.9020599
0.9639111	0.9574670405329831	0.98202044	0.8469783972288817	0.87909687
0.9982561	0.8982743431663228	0.9980101	0.7382120012232679	0.9598318
0.93257886	0.9038491934602109	0.951323	0.766602067917817	0.8005497
0.9830875	0.9390319076030649	0.9868904	0.8212090089941791	0.89680326
0.892791	0.7624066491465781	0.936191	0.6048750166738394	0.77134913
0.9931754	0.9469980292136999	0.9943306	0.8166634993402899	0.93217814
0.9877589	0.8871195519092838	0.98977554	0.748598873690986	0.9088858
0.98334056	0.8937395295310792	0.9861492	0.7480105615935427	0.8939196
0.9737153	0.9443559096192026	0.9795515	0.8148641917681752	0.87103593
0.9881199	0.9467431218695337	0.99176854	0.8486757374717648	0.9182605
0.9751534	0.9046427512058038	0.98103267	0.7456505907292574	0.87580985
0.8966113	0.9527411227801609	0.9299919	0.8292285367983039	0.7603728
0.9636264	0.9615762601366687	0.97671837	0.8393974593909594	0.8623589
0.98830813	0.941881092850642	0.9923171	0.8263384045416142	0.92103463
0.9929177	0.9037295023888685	0.9904874	0.7388358893627099	0.9121201
0.9630326	0.8572129115945764	0.96856326	0.7002006575755241	0.8399491
0.8446788	0.6559348759060115	0.869873	0.525704822467476	0.6715987
0.9773643	0.9121547004911167	0.9841513	0.8169415360821759	0.8865075
0.98576367	0.9636845144219308	0.98965275	0.8563028646801751	0.9083394
0.97585446	0.8876394820092424	0.97950613	0.7676071699849194	0.87089247
0.864421	0.8980256111792873	0.91753715	0.7630288373525677	0.7396516
0.9972796	0.936252608778868	0.99765754	0.8134064399978873	0.9564171
0.86560327	0.8206191413936892	0.8936133	0.6360753430633374	0.7036762
0.95986927	0.7917580635863098	0.9658627	0.6286616274608793	0.8331781
0.49430633	0.5528462777440736	0.62773186	0.4146944714500583	0.43203312
0.990356	0.9267328342976171	0.9921866	0.7918580974314892	0.92036605
0.9622348	0.9273648040534412	0.9691445	0.7975280005070087	0.8414434
0.9796927	0.9613646152597871	0.98540246	0.8448128560220712	0.8910908
0.96404415	0.866110362202758	0.9729372	0.7116936463259771	0.851555
0.9883307	0.9394555388379534	0.99118054	0.8255200668770653	0.9153873
0.9607566	0.8970222078806569	0.9684352	0.749423562808656	0.8396218
0.9729012	0.9195354209040787	0.98018605	0.798812566344757	0.87305945
0.99089444	0.9663150044378965	0.99387956	0.8717303775388201	0.92952937
0.77906	0.9093434272570176	0.83414495	0.7470109609023836	0.6280768
0.9596764	0.9102405259743439	0.97279406	0.7743216105512964	0.85116106
0.9645074	0.7597861652785066	0.97223437	0.639856582073938	0.8496308
0.9311143	0.7091131267457343	0.943253	0.5919227398608427	0.78450257
0.9957871	0.8968008255933952	0.99716854	0.7908496732026145	0.95208156
0.9359746	0.8505486859721539	0.95528007	0.7093805112712865	0.80889255
0.90799296	0.8285198888816042	0.93154263	0.6417499971966361	0.7630731
0.92834187	0.8911764705882352	0.9613621	0.7333333333333334	0.82245433
0.9140231	0.7702895870330213	0.94552857	0.6064642345586981	0.7889084
0.9367294	0.9029411764705882	0.9722215	0.7666666666666667	0.8495958
0.98768187	0.9277605779153767	0.99142456	0.8169934640522877	0.9165677
0.9806842	0.9793770139841652	0.9896251	0.9149599460011227	0.9082168
0.913043	0.8655654500617069	0.9344635	0.7261081981828945	0.76824045
0.96706116	0.9338179228264292	0.98452276	0.8053200016210285	0.88784885
0.95327485	0.9045944851156837	0.971064	0.7807200583588265	0.8464792
0.41449967	0.49780218716259134	0.6842825	0.37505980384377385	0.47976893
0.9780785	0.9041225211369347	0.9849409	0.7737832001573206	0.8893781
0.9953081	0.8968008255933952	0.9969118	0.7908496732026145	0.94995534
0.901915	0.8621580911460288	0.92625606	0.7213153524175809	0.7539836
0.9307542	0.9720823929217055	0.9692019	0.8664216634271302	0.8415917
0.97716457	0.9675233370847922	0.98336476	0.8763578101901485	0.8837177
0.8323079	0.656647836806749	0.87624896	0.5934520356118709	0.6799237
0.87575215	0.7888488402821149	0.9621658	0.6295115802917071	0.8243224
0.9815522	0.8637258490111106	0.9867441	0.7335399409617828	0.8962279
0.90009654	0.896951783490585	0.9315429	0.7528956849322951	0.76307344
0.8606566	0.9274328517304272	0.948569	0.8036830424667041	0.79493725
0.99007404	0.9153143020972638	0.99374706	0.7730280475365978	0.9287698
0.99525654	0.8968008255933952	0.9968697	0.7908496732026145	0.9496148
0.988546	0.8423573202047104	0.9908049	0.7162870791336714	0.91360146
0.99498004	0.8674512417273965	0.9962651	0.7341942561120132	0.9449612
0.8843435	0.9104001130704705	0.9191293	0.7730280475365979	0.7422125
0.81702775	0.9583102199603798	0.86413974	0.854016820293798	0.66427356
0.98404926	0.8189234998052459	0.9868696	0.6776309271789385	0.89672124
0.9281992	0.819101729814305	0.9506135	0.6770077092171392	0.7990893
0.8740194	0.9365729645200612	0.92823845	0.7917929192257448	0.7573541
0.93517244	0.9609478766242481	0.9717412	0.8563086674113072	0.848295
0.9748706	0.9214083823237526	0.97681016	0.7921180343813395	0.86263156
0.9404719	0.8792104340793093	0.9589067	0.7731843991283672	0.81686175
0.91270137	0.9509687032064045	0.93755704	0.8313566091974731	0.77383626
0.8500756	0.9143514358631285	0.90510815	0.7657242082354123	0.7204206
0.98786414	0.9117445686394083	0.9894281	0.7693977841907057	0.907348
0.95132643	0.7879750566330573	0.9445837	0.5998871425766263	0.7870684
0.9653436	0.9437179267816657	0.97099876	0.833925728512052	0.84630543
0.9847705	0.926605034397668	0.9889597	0.7723287188758566	0.9053141
0.98055184	0.9240608467821615	0.9841586	0.7756445109318398	0.8865336
0.96781135	0.8835400817779091	0.973976	0.7402141598605044	0.8544446
0.9532965	0.8982791906678892	0.9706089	0.7582320800776359	0.8452707
0.96024203	0.8902001811191036	0.97494423	0.7478652838723808	0.85718954
0.98150635	0.9521772315977598	0.9867014	0.8505912465680068	0.89606065
0.89923143	0.7995959842877385	0.92679185	0.6350050283866219	0.7548902
0.9528962	0.9108976038816163	0.968142	0.8007737250499757	0.83887446
0.9660466	0.9493362303677837	0.974548	0.8212751968198927	0.8560599
0.82423675	0.8401839920610904	0.8988868	0.672519803481746	0.7112459
0.71349055	0.9052037848222627	0.7466991	0.7378679416317049	0.536725
0.9533292	0.9522656163679312	0.9711814	0.8281359836427179	0.84679246
0.7595397	0.7622382538476703	0.89689755	0.5853660606888361	0.708369
0.972407	0.7975708956845536	0.975418	0.6405858312628441	0.85855174
0.9892816	0.9538609197268276	0.99159735	0.8416375754170011	0.9174138
0.9532345	0.903596750357325	0.96511734	0.769252068623854	0.83135617
0.71026343	0.950019388247789	0.8007938	0.8215159274624356	0.5911775
0.94057566	0.8650034324754138	0.956593	0.7150422802219284	0.8117397
0.9240528	0.8698126728599179	0.9423975	0.707307656224921	0.78286844
0.95408875	0.9406745860024442	0.96711063	0.8084768192039177	0.83627295
0.9779405	0.8277937921461679	0.98209	0.6787238029316496	0.8793317
0.7926162	0.8763805093839838	0.848419	0.7515489124425465	0.6448903
0.991441	0.8733707016072114	0.99234116	0.7274156065321749	0.9211586
0.84294164	0.782805084694185	0.880891	0.62464013319068	0.6861115
0.97109556	0.9462642403274368	0.97861344	0.8276412459809236	0.86810064
0.96188414	0.7080220566846639	0.96507174	0.5572094749346742	0.8312453
0.98394424	0.9047619047619049	0.98672765	0.7682539682539684	0.8961634
0.97768253	0.895453061551177	0.9827643	0.7791316130543701	0.88163173
0.9789002	0.9190259250191714	0.9855269	0.7878525405247755	0.8915572
0.939077	0.8718137350604517	0.95314527	0.6970886854984576	0.8043489
0.9692418	0.8846075402385289	0.9764629	0.7326562381218282	0.86160284
0.9823803	0.9681572377344979	0.9880444	0.8789971440469784	0.9014595
0.8749527	0.7738111659620821	0.90716445	0.6287210731161366	0.7235155
0.9437959	0.8492407714878831	0.9617336	0.7043554416419038	0.8233154
0.93795687	0.8076313454715494	0.94089216	0.627004192320271	0.7800214
0.9572958	0.8975826392924469	0.9672325	0.754457180793393	0.8365783
0.952471	0.8187922906773102	0.9630848	0.6750727996216621	0.8264827
0.96536386	0.8457361131590821	0.97175956	0.6659984282346688	0.84834445
0.9963957	0.9236049198995796	0.99700874	0.7913143725509009	0.95074725
0.8662196	0.8861992786505548	0.90758455	0.7537119697270613	0.7241518
0.8908312	0.8745041479408474	0.92882514	0.7248157659503948	0.75836015
0.8812773	0.7884735835069532	0.91142905	0.6097641467563155	0.73003983
0.97905743	0.9649253897134523	0.98561054	0.842327351111348	0.8918717
0.9878163	0.9546648071440901	0.9917071	0.8411738388024335	0.9179555
0.93546486	0.9070390481666394	0.9579158	0.7677302138302642	0.81465125
0.9791905	0.9586999393473347	0.98376495	0.8441996439779818	0.88512874
0.6746501	0.8560193960020458	0.74187803	0.7159651546541871	0.5321294
0.97939944	0.959722199393066	0.9847244	0.8492393323530596	0.8885837
0.9516287	0.8880919035900561	0.9668414	0.7226020089441587	0.83560044
0.9391258	0.9477828786261303	0.95610493	0.8363570592668944	0.8106765
0.93628955	0.8183335769758152	0.95110184	0.6642535286137142	0.8000934
0.9794072	0.8354485018507223	0.9842228	0.6764490667074275	0.8867646
0.64977866	0.7912571322100335	0.7399868	0.612914737039827	0.53033656
0.97678256	0.9182002761986807	0.9809916	0.7699469127773977	0.8756751
0.9345341	0.9212195215477693	0.9454153	0.7577344805216353	0.7886871
0.9915314	0.9717086834733893	0.99432296	0.8722689075630251	0.9321325
0.9617134	0.9424377338733072	0.974491	0.81337420568964	0.8558982
0.9181356	0.9170947959218474	0.93991256	0.7575962080452161	0.7781875
0.9607595	0.955128798825208	0.9715943	0.8308499106532444	0.8478992
0.9687737	0.9222097282020086	0.97683686	0.8081352297940448	0.862711
0.87294555	0.8115236683022787	0.9119699	0.6789749477145685	0.73087794
0.5653426	0.5566485782282713	0.64525265	0.45358905994140275	0.44649577
0.41721204	0.9041127436978316	0.5391002	0.7597462078577872	0.36247122
0.98186165	0.9432325307586937	0.98607934	0.8078074080887342	0.8936518
0.9936949	0.8961989863642073	0.995006	0.7735127187501635	0.93634987
0.8526137	0.9269562587539593	0.9283286	0.7671643807559502	0.75750834
0.9723361	0.845968298759462	0.97767603	0.673311739142952	0.8652304
0.98501927	0.9454007278363984	0.9891765	0.8234922650974907	0.90625
0.93912494	0.8443075343467256	0.95596886	0.6879434509920679	0.8103811
0.82596666	0.8409082181115362	0.8905504	0.6833490955540645	0.69936097
0.86830086	0.8852240872354074	0.89698845	0.7103830484428624	0.7084999
0.87389284	0.8147227558437224	0.90874785	0.6721598532846734	0.7259209
0.9455747	0.9621288034349711	0.9645246	0.8567784211521086	0.8299209
0.9890193	0.8606135831730187	0.9898883	0.709645739618407	0.9093905
0.9696635	0.9096010261186606	0.9790804	0.7681878323895406	0.8695536
0.9148539	0.8505651935722311	0.9341389	0.6984538909891173	0.7676608
0.7967747	0.8966954291372198	0.84423864	0.7267772861003658	0.63989395
0.9795259	0.8651110057405171	0.9832027	0.7090893475491665	0.88315105
0.9369125	0.8544115031365023	0.9535306	0.6907899923877245	0.8051615
