pcc	spc	cos	kdt	SA
0.9923402	0.9227683564886336	0.99412787	0.7768312628665321	0.9309751
0.94835526	0.9584615384615384	0.95836353	0.8533333333333332	0.8156469
0.98628026	0.8223637471739964	0.98658305	0.6646381549670428	0.89559805
0.9806472	0.9438944529023205	0.98645043	0.8230573760983686	0.8950821
0.98676634	0.8542930981279232	0.9897186	0.7066576818835832	0.9086321
0.9926082	0.9327956313154764	0.99357426	0.8073763293031506	0.9277913
0.9779695	0.9040246965992749	0.98101044	0.7552635573170974	0.8757369
0.95528615	0.9363233280821143	0.97487795	0.8153265657786525	0.857
0.9868479	0.956043956043956	0.9931152	0.8632478632478634	0.9252535
0.96838546	0.9261294261294261	0.9862889	0.7777777777777779	0.8944572
0.96837825	0.9051879444881088	0.97854906	0.7831032715679261	0.86790156
0.9857338	0.8607692307692307	0.9914209	0.7399999999999999	0.91655
0.98990196	0.8231522405095497	0.99190867	0.6887417253568402	0.9189602
0.9596469	0.7873150105708244	0.96759933	0.6257928118393233	0.8375006
0.9901394	0.9419638684257703	0.9918179	0.8190609915811358	0.91850626
0.98793125	0.8429335370511841	0.99012476	0.696969696969697	0.91045797
0.9228472	0.7502739350722604	0.93702316	0.5923021775145996	0.7728611
0.9835289	0.8945832752706557	0.9883283	0.7433293862119081	0.9026388
0.99100035	0.932987341048624	0.9932074	0.8216841456209528	0.92575634
0.97339445	0.9666779865865788	0.9812018	0.8649746701870745	0.8763667
0.6632895	0.9285637043047734	0.74484205	0.7921552129620336	0.5349504
0.9956062	0.9501466275659823	0.9965184	0.8427419354838711	0.94686115
0.98733413	0.9068489701613754	0.9900126	0.78901871706815	0.90995
0.9971904	0.9712603580994807	0.9978492	0.8780930832966559	0.9582391
0.90470004	0.939074303774529	0.93826306	0.8050818476963165	0.77513194
0.9794595	0.8952389771620504	0.98357344	0.7588401721231425	0.8844514
0.6596916	0.7852048467636301	0.71260834	0.656687354506264	0.50497264
0.9702098	0.9230041742957344	0.97989607	0.7767007189330852	0.8721308
0.9821708	0.9281522651968895	0.9876896	0.8248528280477002	0.9000052
0.9883609	0.8815858576832803	0.9899904	0.7200117553899287	0.90984994
0.95851725	0.95682444138057	0.97396654	0.8482454653788533	0.854418
0.8214468	0.9387000063049681	0.8813071	0.804382737942924	0.6866716
0.93584836	0.9376726075384905	0.9571265	0.804382737942924	0.8129087
0.991058	0.9394088669950736	0.99064964	0.7881773399014778	0.9128739
0.96843946	0.9094968054233924	0.97519517	0.7804808898832822	0.8579095
0.8877296	0.8195383157300538	0.9193953	0.6666152387830931	0.7426427
0.9895974	0.9719087703716421	0.9926424	0.87680346356837	0.92272663
0.95756876	0.6935064935064935	0.9690374	0.5714285714285714	0.84116703
0.96729004	0.9769056012488277	0.97613275	0.8877834034789706	0.8606317
0.9777787	0.9643791505730744	0.9829823	0.859515035264043	0.8823848
0.98353714	0.9489184418421077	0.9885626	0.8482014142805793	0.90362287
0.9525551	0.9114178512587842	0.9641752	0.7612502319926164	0.82908034
0.97006106	0.9140633832468698	0.97707033	0.7639768595691439	0.8634074
0.9625891	0.8348951770650509	0.9697505	0.6606402473703343	0.84301615
0.969238	0.9156655008582075	0.9755101	0.7823889753084668	0.8588182
0.9901165	0.8496824319821608	0.9924072	0.6846075010385946	0.9214997
0.969043	0.957391304347826	0.9726767	0.8405797101449275	0.8508389
0.9835852	0.9543435761379357	0.989339	0.8634467461698595	0.9069576
0.9802896	0.9797963870115871	0.986935	0.89893779702929	0.8969796
0.9852305	0.9462993507722252	0.9876015	0.827479799183129	0.8996473
0.9966172	0.7953250846348205	0.9969379	0.645251513570267	0.95016694
0.97829425	0.9533960050584853	0.98439014	0.8270930492766396	0.88736814
0.9573364	0.8658603527420391	0.96966696	0.7022153967473542	0.84279835
0.95030403	0.8459878923019839	0.958351	0.6743937011191532	0.815619
0.98525786	0.9143918743500851	0.9885231	0.7914707466805476	0.90345645
0.9674379	0.9548638199813276	0.98289585	0.825071659459494	0.8820856
0.9608083	0.8385607496151816	0.9682757	0.6697297467575972	0.8392149
0.92580044	0.9532979876316955	0.9473913	0.8385280603343084	0.7925819
0.97787946	0.9111111111111111	0.9843953	0.7661538461538462	0.8873869
0.9700208	0.9361289483909621	0.9770977	0.7990295838465988	0.86348915
0.78142345	0.6161594967399274	0.8852188	0.4728614854825625	0.69198287
0.9847402	0.9159738353677153	0.98909724	0.774990408936438	0.9059067
0.9592545	0.9336438207215241	0.9730463	0.8089541320372381	0.8518558
0.960591	0.8713459629983248	0.9724255	0.7304708814098675	0.8501517
0.8585263	0.7823304768105803	0.903297	0.6523230901410827	0.717721
0.7958806	0.9216180422793239	0.8535974	0.7848289728352782	0.65116805
0.96815693	0.9364892069933531	0.9791042	0.8094701572534166	0.86962825
0.9871536	0.9462034554661324	0.9901297	0.8323531217471991	0.91048044
0.9067991	0.9294648311225902	0.94020313	0.7917946548886295	0.77873
0.94225335	0.8273714726276397	0.96096885	0.7424072547658063	0.82154715
0.9824361	0.8406740579559456	0.9866054	0.7144931745614469	0.8956852
0.99017453	0.8608015418694007	0.9920762	0.7208445754598165	0.91980475
0.95478755	0.9343888753995347	0.97163546	0.7979614177655611	0.84801006
0.97397363	0.9130892031415783	0.98050547	0.7831032715679261	0.8740902
0.95781654	0.965636169413435	0.9727329	0.8606664989158213	0.8509931
0.94715255	0.8549104469221617	0.96539414	0.7062308321935193	0.83203053
0.99539495	0.9110671936758895	0.99633026	0.7865612648221344	0.94544363
0.9910267	0.9543423121768438	0.9929992	0.8368872577062286	0.9246258
0.9924172	0.921793308629815	0.993798	0.8009211286873883	0.929061
0.9483342	0.9166185744994858	0.9588209	0.7793207832484337	0.8166692
0.97381383	0.9377100512309962	0.97946477	0.8066862595401986	0.8707618
0.956147	0.9393797860473592	0.97236156	0.8006616391547051	0.84997725
0.9402304	0.93212521568584	0.95313823	0.8263405530877808	0.80433404
0.9532511	0.956724600093983	0.9633739	0.8407599487399666	0.82716763
0.99159646	0.9627031297334399	0.99133164	0.8647760236693852	0.91611624
0.96461797	0.9678953824692127	0.9758508	0.8581975545271314	0.8598077
0.9402432	0.9272825426855066	0.9687239	0.7882198235531147	0.84036064
0.75197035	0.8855008844772281	0.8173371	0.7286872198127244	0.60910124
0.8360155	0.8622248505598679	0.8566019	0.698308649805794	0.6548573
0.9852792	0.921158844479654	0.98972833	0.7785677882011596	0.9086754
0.9388903	0.9204205898148841	0.9600949	0.7668249304046127	0.819547
0.9636527	0.8925401893698408	0.9739735	0.7459421961009689	0.8544376
0.99373794	0.960310067736159	0.9956312	0.8821998889089306	0.94047034
0.9838775	0.9644638947555038	0.98924434	0.857762367095926	0.90654474
0.96767277	0.8561633632572938	0.9745112	0.7152596456033422	0.85595554
0.96651244	0.9431628745124765	0.9747704	0.8300128652143631	0.856693
0.7400014	0.653783408191558	0.8022996	0.531479339791104	0.5927807
0.98858726	0.9219014360337965	0.99159545	0.7991649014245082	0.91740435
0.9643533	0.970307917888563	0.97741205	0.866935483870968	0.8644329
0.99353755	0.8610703812316713	0.99280477	0.717741935483871	0.92358506
0.97325027	0.924491249725749	0.97878516	0.8029803945598318	0.86863315
0.9429319	0.864309563707304	0.9555706	0.7222797424139721	0.809519
0.96015584	0.9016031423647419	0.9711891	0.7485157795280456	0.84681296
0.9908481	0.8523613419748512	0.98911494	0.6899041773177544	0.90598327
0.9857778	0.9385777403549772	0.9899233	0.8166073531752269	0.9095477
0.97591025	0.9512315270935957	0.98191357	0.8325123152709357	0.878737
0.9708352	0.9294931457091852	0.97596765	0.7905008970019572	0.86014855
0.98500764	0.7844188581368865	0.9865818	0.6568080913759125	0.89559317
0.9906556	0.9422021102209899	0.9925997	0.8046711278318691	0.9225026
0.99480116	0.9122531479608468	0.99395204	0.8050652194441014	0.9299483
0.9315019	0.8959475604220567	0.9407484	0.7304174834821294	0.77975136
0.87998277	0.9081344750156153	0.9326943	0.7499517569295745	0.7650976
0.9602841	0.9217075099163786	0.9713604	0.8145726535877892	0.8472713
0.83884984	0.8793184135593218	0.86945057	0.7395042911918484	0.671054
0.99025655	0.9538483110442179	0.9933911	0.851135708932618	0.9267683
0.9577919	0.9119141727837381	0.97198594	0.8095238095238095	0.8489564
0.9748738	0.9677543328472248	0.9793089	0.8694435015747727	0.87027055
0.95001733	0.951490034561774	0.95793307	0.8193821290142088	0.8146896
0.9347248	0.9575235078351024	0.959274	0.842693633294405	0.8176877
0.98165303	0.9773081201334817	0.98735386	0.9126436781609196	0.8986479
0.9861398	0.8700774473410523	0.98640674	0.7369931216372915	0.8949127
0.97773457	0.9656422587600658	0.9868316	0.8671321459661008	0.89657176
0.9302301	0.8459122730478875	0.9420752	0.6895938738372236	0.7822559
0.97236943	0.7955392979499003	0.97520626	0.6316761657092368	0.8579414
0.9379802	0.9460290193901668	0.9618814	0.8304252866480314	0.8236592
0.94648534	0.9340273411623423	0.96157503	0.803052537650378	0.8229474
0.94847083	0.9378782529909807	0.96612704	0.7939631652645245	0.833829
0.9833056	0.9572838237272342	0.9880591	0.8685327894496593	0.9015203
0.94448185	0.9066201610344987	0.9711544	0.7533857980434785	0.84672034
0.9472644	0.8451658586961461	0.9566096	0.7099753803128716	0.81177604
0.9323458	0.9614535671975184	0.9737451	0.8549963808974382	0.85379744
0.9821241	0.9309252293426559	0.987172	0.8114418195664275	0.8979202
0.99434334	0.8981726639249759	0.9945117	0.7322513699548567	0.9332714
0.9562505	0.8645464367038187	0.968911	0.760827197654867	0.8408414
0.9521023	0.9031868423427122	0.9627399	0.768073062049377	0.8256689
0.9694011	0.8132312077547601	0.9758882	0.6558826147837377	0.8599167
0.97471786	0.9468141795380479	0.98235583	0.8190609915811358	0.8802332
0.9687809	0.9312056751791351	0.9766624	0.7951465679458908	0.8621929
0.978297	0.9189959738301466	0.98133326	0.7608013286760505	0.87680095
0.91601384	0.9381162414443663	0.9326345	0.8100993907710891	0.764992
0.93051684	0.9300127476730476	0.94188476	0.7898768528187752	0.78189474
0.98004234	0.8342892342827026	0.9805846	0.7220170690253771	0.8743469
0.97825783	0.9478284429570658	0.98435557	0.8349401682255831	0.88724315
0.98833466	0.8995683746942315	0.9904866	0.7821312170994704	0.91211647
0.9861109	0.9771248207182471	0.99032176	0.8808647156127059	0.91135705
0.9070586	0.9053828657142101	0.94051087	0.7654352052205682	0.7793059
0.96930754	0.6779633423719441	0.96934307	0.5381695594450763	0.841957
0.9728362	0.940203938791752	0.98092586	0.8196136364512463	0.87545955
0.9761351	0.9661363887437507	0.981702	0.899918067255672	0.87802774
0.7261628	0.8455882352941178	0.82514244	0.6911764705882353	0.61781037
0.9402565	0.8831899656805442	0.965096	0.7398802461447823	0.83130425
0.96014935	0.864588149821003	0.9688061	0.6899041773177544	0.84057164
0.94793403	0.9304718645603965	0.97560275	0.791089697701269	0.8590865
0.92990863	0.9249496471016508	0.9478029	0.7880605277015219	0.7934022
0.97732544	0.8436128007412366	0.9823141	0.6758121202667947	0.8800913
0.9746342	0.9684636685714803	0.9822418	0.8789214549529486	0.87984574
0.9614408	0.9190906565171209	0.9729482	0.7920260063944838	0.8515852
0.9789896	0.9662633579633313	0.9860963	0.8675469639955776	0.8937168
0.9865544	0.944721282638151	0.99022704	0.8357816620431058	0.91092366
0.879836	0.8492380438001057	0.9231411	0.684463567235944	0.74877447
0.9935556	0.8970183010341546	0.9947431	0.7873070789173584	0.93469447
0.86900413	0.9155788464683093	0.92674404	0.7590048930681086	0.7548092
0.9290046	0.9153409779635673	0.9431552	0.7871121437100197	0.7843152
0.9768427	0.9303689645559097	0.983649	0.8289843431139606	0.88471824
0.95229405	0.9256912220705802	0.9652527	0.8140603062123052	0.8316856
0.9844019	0.963662895962109	0.98907363	0.8674631428576329	0.9058047
0.98359174	0.9615748043245482	0.9887465	0.8550288839359258	0.9044025
0.96705544	0.944639902142889	0.9778532	0.8266801635958441	0.86576813
0.99182963	0.8036442057359849	0.9917966	0.6435893448988934	0.9184002
0.9945735	0.8983014566734836	0.99585474	0.7933085048317482	0.9420142
0.9894944	0.8897442984852727	0.9906423	0.7325937130409302	0.9128397
0.84277934	0.8067132530590911	0.9047915	0.6360984822368607	0.7199468
0.9582898	0.9351618391044082	0.96883655	0.7968431867861362	0.84064996
0.93779385	0.9178769961783975	0.96056104	0.7862380315917985	0.8206111
0.93370473	0.9263550285193133	0.95592135	0.8066862595401986	0.81027806
0.9158431	0.8351235450417823	0.9363894	0.6871300600543744	0.7717087
0.9888772	0.926028557708712	0.99103254	0.8111070065116087	0.9146792
0.98024005	0.9416059366271411	0.98700047	0.8153108160699772	0.8972385
0.94351655	0.9202302107688626	0.95815337	0.7882038831063358	0.8151789
0.96485585	0.9301941949191255	0.9691784	0.8295663914707595	0.84153086
0.9901451	0.8443218881321211	0.9915833	0.6843604970061996	0.91734457
0.9946409	0.8995811226505807	0.9948836	0.7632701950364146	0.93557376
0.99138635	0.9027389460235318	0.99413484	0.7932635524500625	0.93101615
0.9557694	0.9291599137355382	0.9682933	0.8288624656799142	0.8392597
0.9455268	0.8625759568967324	0.9584121	0.7190147238929623	0.8157552
0.92846245	0.8739352249194191	0.93819153	0.7034441241588931	0.7750004
0.9309676	0.895698861547882	0.9485909	0.7549836634978732	0.79498124
0.98173547	0.8526508255147272	0.9842186	0.7398142353865993	0.8867493
0.99001104	0.9453883075265421	0.9906221	0.8166964782471962	0.9127455
0.9744794	0.8710555543813323	0.9779364	0.7147474539145076	0.8660215
0.97227955	0.9842665279418289	0.9859658	0.9063511717168167	0.8932179
0.93139905	0.9587165821586617	0.95224667	0.8311512831719252	0.8024666
0.9937653	0.9050869125019536	0.99440235	0.7890997382282834	0.9326092
0.98419726	0.9260972721058626	0.9873459	0.7872796219530495	0.89861584
0.9781059	0.9068913942093165	0.9822897	0.7813051327347789	0.8800082
0.9764338	0.9812062759256643	0.98754936	0.9103323288213249	0.899436
0.9946902	0.9357474708347006	0.9957614	0.8257674563046742	0.9413646
0.9798206	0.9741384303174363	0.98572206	0.8861064180889894	0.8922925
0.93843013	0.9017688341483564	0.969314	0.8009211286873883	0.84188163
0.90646976	0.8765176464228797	0.9395111	0.7416985041024516	0.7774402
